Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,09/16/2024,"APPLE.COM/BILL 866-712-7753 CA               09/14",-38.51,DEBIT_CARD,50360.57,,
DEBIT,09/16/2024,"MCDONALD'S F33737 MOORESVILLE IN             09/14",-21.94,DEBIT_CARD,50399.08,,
DEBIT,09/16/2024,"APPLE.COM/BILL 866-712-7753 CA               09/14",-10.69,DEBIT_CARD,50421.02,,
DEBIT,09/16/2024,"DEPT EDUCATION   STUDENT LN                 PPD ID: 9102002505",-1111.95,ACH_DEBIT,50431.71,,
DEBIT,09/13/2024,"PAYPAL           INST XFER  ZAPIER INC      WEB ID: PAYPALSI77",-38.66,ACH_DEBIT,51543.66,,
DEBIT,09/13/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-70.16,ACH_DEBIT,51582.32,,
DEBIT,09/13/2024,"AffirmCard       55W1 AFFRM                 PPD ID: 1842224323",-1018.76,MISC_DEBIT,51652.48,,
DEBIT,09/13/2024,"SUR LA TABLE 800-243-0852 IN                 09/13",-26.70,DEBIT_CARD,52671.24,,
DEBIT,09/13/2024,"CHICK-FIL-A #04978 CARMEL IN                 09/11",-20.31,DEBIT_CARD,52697.94,,
DEBIT,09/12/2024,"AffirmCard       55W0 AFFRM                 PPD ID: 1842224323",-277.10,MISC_DEBIT,52718.25,,
DEBIT,09/12/2024,"LOVE'S #0254 OUTSIDE MOORESVILLE IN          09/12",-43.51,DEBIT_CARD,52995.35,,
DEBIT,09/12/2024,"TESLA MOTORS     TESLA MOTO                 PPD ID: 5912197729",-6174.10,MISC_DEBIT,53038.86,,
DEBIT,09/12/2024,"OPENAI *CHATGPT SUBS HTTPSOPENAI.C CA        09/12",-20.00,DEBIT_CARD,59212.96,,
DEBIT,09/12/2024,"FSP*URBAN SOCIETY SALON CARMEL IN            09/11",-65.94,DEBIT_CARD,59232.96,,
DEBIT,09/12/2024,"APPLE.COM/BILL 866-712-7753 CA               09/12",-21.38,DEBIT_CARD,59298.90,,
DEBIT,09/12/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           09/11",-24.75,DEBIT_CARD,59320.28,,
DEBIT,09/12/2024,"CHICK-FIL-A #04978 CARMEL IN                 09/10",-21.03,DEBIT_CARD,59345.03,,
DEBIT,09/11/2024,"ITALIANBASE LTD  IAT PAYPAL 1036872264656   WEB ID: 770510487C",-78.45,ACH_DEBIT,59366.06,,
DEBIT,09/10/2024,"AffirmCard       55VY AFFRM                 PPD ID: 1842224323",-17.64,MISC_DEBIT,59444.51,,
DEBIT,09/10/2024,"STARBUCKS 800-782-728 800-782-7282 WA        09/10",-15.00,DEBIT_CARD,59462.15,,
DEBIT,09/09/2024,"AffirmCard       55VX AFFRM                 PPD ID: 1842224323",-53.65,MISC_DEBIT,59477.15,,
DEBIT,09/09/2024,"PUNCH BOWL SOCIAL ARCA 317-2498613 IN        09/08",-30.00,DEBIT_CARD,59530.80,,
DEBIT,09/09/2024,"LUCAS OIL STADIUM CON INDIANAPOLIS IN        09/08",-23.94,DEBIT_CARD,59560.80,,
DEBIT,09/09/2024,"LUCAS OIL STADIUM CON INDIANAPOLIS IN        09/08",-42.88,DEBIT_CARD,59584.74,,
DEBIT,09/09/2024,"APPLE.COM/BILL 866-712-7753 CA               09/08",-10.69,DEBIT_CARD,59627.62,,
DEBIT,09/09/2024,"MEIJER # 256 PLAINFIELD IN                   09/07",-94.86,DEBIT_CARD,59638.31,,
DEBIT,09/09/2024,"APPLE.COM/BILL 866-712-7753 CA               09/07",-8.99,DEBIT_CARD,59733.17,,
DEBIT,09/09/2024,"TACO BELL 29694 PLAINFIELD IN                09/07",-3.90,DEBIT_CARD,59742.16,,
DEBIT,09/09/2024,"SPEEDWAY  6050 CAMBRID PLAINFIELD IN         09/07",-45.44,DEBIT_CARD,59746.06,,
DEBIT,09/09/2024,"SHAKE SHACK - 1350 INDIANAPOLIS IN           09/06",-20.80,DEBIT_CARD,59791.50,,
DEBIT,09/09/2024,"TST* NAPOLESE FASHION INDIANAPOLIS IN        09/06",-31.34,DEBIT_CARD,59812.30,,
DEBIT,09/09/2024,"Tory Burch  T10002077 Indianapolis IN        09/06",-243.96,DEBIT_CARD,59843.64,,
DEBIT,09/09/2024,"kate spade 33038 INDIANAPOLIS IN             09/06",-372.36,DEBIT_CARD,60087.60,,
DEBIT,09/09/2024,"NAYAX VENDING 50 HUNT VALLEY MD              09/06",-1.50,DEBIT_CARD,60459.96,,
DEBIT,09/09/2024,"SUB ZERO CRAWFORDSVILL IN                    09/05",-12.25,DEBIT_CARD,60461.46,,
DEBIT,09/06/2024,"PAYPAL           INST XFER  VARSITYYEAR     WEB ID: PAYPALSI77",-48.99,ACH_DEBIT,60473.71,,
DEBIT,09/06/2024,"AffirmCard       55VU AFFRM                 PPD ID: 1842224323",-81.31,MISC_DEBIT,60522.70,,
DEBIT,09/06/2024,"SQ *RIVET COFFEE BAR AN Westfield IN         09/06",-11.72,DEBIT_CARD,60604.01,,
DEBIT,09/06/2024,"AES PLUS AES.COM VA                          09/06",-130.15,DEBIT_CARD,60615.73,,
DEBIT,09/06/2024,"UBER   *TRIP HELP.UBER.COM CA                09/06",-5.00,DEBIT_CARD,60745.88,,
DEBIT,09/06/2024,"UBER   *TRIP HELP.UBER.COM CA                09/06",-18.16,DEBIT_CARD,60750.88,,
DEBIT,09/06/2024,"UBER   *TRIP HELP.UBER.COM CA                09/06",-17.70,DEBIT_CARD,60769.04,,
DEBIT,09/06/2024,"Greeks Pizzeria West Cl CARMEL IN            09/06",-19.41,DEBIT_CARD,60786.74,,
DEBIT,09/06/2024,"EVEREVE 187-72906262 MN                      09/05",-769.32,DEBIT_CARD,60806.15,,
DEBIT,09/06/2024,"TST* CAFE PATACHOU CLAY CARMEL IN            09/05",-47.69,DEBIT_CARD,61575.47,,
DEBIT,09/06/2024,"MCDONALD'S F33737 MOORESVILLE IN             09/05",-17.94,DEBIT_CARD,61623.16,,
DEBIT,09/05/2024,"DSW CLAY TERRACE 14477 CARMEL IN     723685  09/05",-149.77,DEBIT_CARD,61641.10,,
DEBIT,09/05/2024,"DUKEENERGY       BILL PAY   910105313273    WEB ID: DEIJPM4612",-91.35,ACH_DEBIT,61790.87,,
DEBIT,09/05/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           09/04",-72.06,DEBIT_CARD,61882.22,,
DEBIT,09/05/2024,"FSP*URBAN SOCIETY SALON CARMEL IN            09/04",-262.21,DEBIT_CARD,61954.28,,
DEBIT,09/05/2024,"APPLE.COM/BILL 866-712-7753 CA               09/04",-10.69,DEBIT_CARD,62216.49,,
DEBIT,09/05/2024,"ZING! CAFE  LLC CARMEL IN                    09/04",-2.56,DEBIT_CARD,62227.18,,
DEBIT,09/05/2024,"MCDONALD'S F33737 MOORESVILLE IN             09/04",-14.00,DEBIT_CARD,62229.74,,
DEBIT,09/05/2024,"CHICK-FIL-A #04978 CARMEL IN                 09/03",-24.35,DEBIT_CARD,62243.74,,
DEBIT,09/04/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-16.99,ACH_DEBIT,62268.09,,
DEBIT,09/04/2024,"AffirmCard       55VS AFFRM                 PPD ID: 1842224323",-265.99,MISC_DEBIT,62285.08,,
DEBIT,09/04/2024,"LOVE'S #0254 OUTSIDE MOORESVILLE IN          09/04",-45.31,DEBIT_CARD,62551.07,,
DEBIT,09/04/2024,"AffirmCard       55VQ AFFRM                 PPD ID: 1842224323",-474.59,MISC_DEBIT,62596.38,,
DEBIT,09/04/2024,"VENMO            PAYMENT    1036700498751   WEB ID: 3264681992",-150.00,MISC_DEBIT,63070.97,,
DEBIT,09/04/2024,"Credit One Bank  Payment    53394349        WEB ID: WEB000004",-277.11,ACH_DEBIT,63220.97,,
DEBIT,09/04/2024,"VENMO            REPAYMENT  1036694754524   WEB ID: 3364681992",-775.96,ACH_DEBIT,63498.08,,
DEBIT,09/04/2024,"TACO BELL 039002 INDIANAPOLIS IN             09/03",-11.00,DEBIT_CARD,64274.04,,
DEBIT,09/04/2024,"ZING! CAFE  LLC CARMEL IN                    09/03",-7.32,DEBIT_CARD,64285.04,,
DEBIT,09/04/2024,"CHICK-FIL-A #01487 INDIANAPOLIS IN           09/02",-24.35,DEBIT_CARD,64292.36,,
CREDIT,09/04/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",388.00,ACH_CREDIT,64316.71,,
CREDIT,09/04/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",452.00,ACH_CREDIT,63928.71,,
DEBIT,09/03/2024,"PAYPAL           INST XFER  ZAPIER INC      WEB ID: PAYPALSI77",-29.99,ACH_DEBIT,63476.71,,
DEBIT,09/03/2024,"PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77",-342.63,ACH_DEBIT,63506.70,,
DEBIT,09/03/2024,"CAPITAL ONE      MOBILE PMT 3Y55YOWKE0T0BNF WEB ID: 9279744380",-113.37,ACH_DEBIT,63849.33,,
DEBIT,09/03/2024,"AMOCO#1401600CO INDIANAPOLIS IN              09/03",-11.70,DEBIT_CARD,63962.70,,
DEBIT,09/03/2024,"PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77",-1605.52,ACH_DEBIT,63974.40,,
DEBIT,09/03/2024,"OLIPOP HTTPSDRINKOLI CA                      09/03",-32.73,DEBIT_CARD,65579.92,,
DEBIT,09/03/2024,"AD CREA* AD CREA ENTER PARIS                 09/02",-29.00,DEBIT_CARD,65612.65,,
DEBIT,09/03/2024,"LOWE'S #635 INDIANAPOLIS IN          794484  09/01",-135.00,DEBIT_CARD,65641.65,,
DEBIT,09/03/2024,"TST* PETITE CHOU BIST INDIANAPOLIS IN        09/01",-69.49,DEBIT_CARD,65776.65,,
DEBIT,09/03/2024,"JETPACK EFGJXDK9R3 HTTPSWORDPRES CA          09/01",-14.95,DEBIT_CARD,65846.14,,
DEBIT,09/03/2024,"BETTER BODIES WC MEMBER PAY                 PPD ID: 1270559068",-54.00,ACH_DEBIT,65861.09,,
DEBIT,09/03/2024,"TST*DANNY BOY BEER WO 317-339-7952 IN        08/31",-30.57,DEBIT_CARD,65915.09,,
DEBIT,09/03/2024,"TST* CAFE PATACHOU CLAY CARMEL IN            08/30",-48.60,DEBIT_CARD,65945.66,,
DEBIT,09/03/2024,"J CREW FACTORY # 1133 CARMEL IN              08/30",-237.41,DEBIT_CARD,65994.26,,
DEBIT,09/03/2024,"LULULEMON CLAY TERRACE CARMEL IN             08/30",-295.32,DEBIT_CARD,66231.67,,
DEBIT,09/03/2024,"SAKS OFF 5TH 866-601-5105 NY                 09/02",-156.20,DEBIT_CARD,66526.99,,
DEBIT,09/03/2024,"ZING! CAFE  LLC CARMEL IN                    08/30",-18.84,DEBIT_CARD,66683.19,,
DEBIT,09/03/2024,"On Sportswear 150-32220691 OR                09/03",-85.60,DEBIT_CARD,66702.03,,
DEBIT,09/03/2024,"CHICK-FIL-A #04978 CARMEL IN                 08/29",-20.92,DEBIT_CARD,66787.63,,
DSLIP,09/03/2024,"REMOTE ONLINE DEPOSIT #          1",1000.00,CHECK_DEPOSIT,66808.55,1,
DEBIT,08/30/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-29.99,ACH_DEBIT,65808.55,,
DEBIT,08/30/2024,"AffirmCard       55TQ AFFRM                 PPD ID: 1842224323",-102.91,MISC_DEBIT,65838.54,,
DEBIT,08/30/2024,"TST*DANNY BOY BEER WO 317-339-7952 IN        08/30",-16.68,DEBIT_CARD,65941.45,,
DEBIT,08/30/2024,"SQ *FUNDAE'S ICE CREAM Carmel IN             08/29",-20.31,DEBIT_CARD,65958.13,,
DEBIT,08/30/2024,"TST*DANNY BOY BEER WORK Carmel IN            08/29",-36.10,DEBIT_CARD,65978.44,,
DEBIT,08/30/2024,"Dicks Sporting Goods Carmel IN               08/29",-19.26,DEBIT_CARD,66014.54,,
DEBIT,08/30/2024,"APPLE.COM/BILL 866-712-7753 CA               08/29",-38.35,DEBIT_CARD,66033.80,,
DEBIT,08/30/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           08/29",-57.34,DEBIT_CARD,66072.15,,
DEBIT,08/30/2024,"ZING! CAFE  LLC CARMEL IN                    08/29",-6.41,DEBIT_CARD,66129.49,,
DEBIT,08/30/2024,"CHICK-FIL-A #04978 CARMEL IN                 08/28",-20.92,DEBIT_CARD,66135.90,,
DEBIT,08/29/2024,"AffirmCard       55TP AFFRM                 PPD ID: 1842224323",-303.14,MISC_DEBIT,66156.82,,
DEBIT,08/29/2024,"VENMO            PAYMENT    1036568613438   WEB ID: 3264681992",-150.00,MISC_DEBIT,66459.96,,
DEBIT,08/29/2024,"FLOW WATER USA FLOWHYDRATION VA              08/29",-68.37,DEBIT_CARD,66609.96,,
DEBIT,08/29/2024,"LOVE'S #0254 OUTSIDE MOORESVILLE IN          08/28",-48.69,DEBIT_CARD,66678.33,,
DEBIT,08/29/2024,"MCDONALD'S F33737 MOORESVILLE IN             08/28",-16.00,DEBIT_CARD,66727.02,,
DEBIT,08/29/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           08/28",-10.27,DEBIT_CARD,66743.02,,
DEBIT,08/29/2024,"MEIJER STORE #130 CARMEL IN                  08/28",-30.78,DEBIT_CARD,66753.29,,
DEBIT,08/29/2024,"SUN TAN CITY 0100 CARMEL IN                  08/28",-63.57,DEBIT_CARD,66784.07,,
DEBIT,08/28/2024,"PELOTON* MEMBERSHIP HTTPSWWW.ONEP NY         08/28",-44.00,DEBIT_CARD,66847.64,,
DEBIT,08/28/2024,"Disney Plus 888-9057888 CA                   08/28",-11.00,DEBIT_CARD,66891.64,,
DEBIT,08/28/2024,"MEIJER # 130 CARMEL IN                       08/27",-144.73,DEBIT_CARD,66902.64,,
DEBIT,08/28/2024,"ZING! CAFE  LLC CARMEL IN                    08/27",-15.64,DEBIT_CARD,67047.37,,
DEBIT,08/27/2024,"PAYPAL           INST XFER  GOOGLE YOUTUBE  WEB ID: PAYPALSI77",-22.99,ACH_DEBIT,67063.01,,
DEBIT,08/27/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-24.34,ACH_DEBIT,67086.00,,
DEBIT,08/27/2024,"AffirmCard       55TN AFFRM                 PPD ID: 1842224323",-35.00,MISC_DEBIT,67110.34,,
DEBIT,08/27/2024,"Online Transfer to CHK ...9516 transaction#: 21855891555 08/27",-5300.00,ACCT_XFER,67145.34,,
DEBIT,08/27/2024,"PROG PALOVERDE   INS PREM   905147028 Krist WEB ID: 9409348039",-156.37,ACH_DEBIT,72445.34,,
DEBIT,08/27/2024,"APPLE.COM/BILL 866-712-7753 CA               08/27",-29.93,DEBIT_CARD,72601.71,,
DEBIT,08/27/2024,"Credit One Bank  Payment    53394349        WEB ID: WEB000004",-20.19,ACH_DEBIT,72631.64,,
DEBIT,08/27/2024,"TACO BELL 039002 INDIANAPOLIS IN             08/26",-13.00,DEBIT_CARD,72651.83,,
DEBIT,08/27/2024,"TST* CAFE PATACHOU CLAY CARMEL IN            08/26",-30.89,DEBIT_CARD,72664.83,,
DEBIT,08/27/2024,"AMZN Mktp US Amzn.com/bill WA                08/26",854.93,DEBIT_CARD,72695.72,,
DEBIT,08/26/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         08/24CHRISTOPH",-0.38,FEE_TRANSACTION,71840.79,,
DEBIT,08/26/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         08/23THE TEMPL",-0.66,FEE_TRANSACTION,71841.17,,
DEBIT,08/26/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         08/25DUBLIN DU",-1.74,FEE_TRANSACTION,71841.83,,
DEBIT,08/26/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         08/25WRIGHTS O",-2.00,FEE_TRANSACTION,71843.57,,
DEBIT,08/26/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         08/24ARAN SWEA",-2.68,FEE_TRANSACTION,71845.57,,
DEBIT,08/26/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         08/23BUTLERS C",-2.89,FEE_TRANSACTION,71848.25,,
DEBIT,08/26/2024,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-1.05,ACH_DEBIT,71851.14,,
DEBIT,08/26/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     448979  08/26",-156.89,DEBIT_CARD,71852.19,,
DEBIT,08/26/2024,"UNSPLASH INC. MONTREAL QC                    08/25",-84.00,DEBIT_CARD,72009.08,,
DEBIT,08/26/2024,"DUBLIN DUTY FREE T2 DUBLIN                   08/25 Euro       52.00 X 1.120192 (EXCHG RTE)",-58.25,DEBIT_CARD,72093.08,,
DEBIT,08/26/2024,"WRIGHTS OF HOWTH T1 DUBLIN                   08/25 Euro       59.75 X 1.120167 (EXCHG RTE)",-66.93,DEBIT_CARD,72151.33,,
DEBIT,08/26/2024,"ARTFUL AGENDA WWW.ARTFULAGE TN               08/25",-35.00,DEBIT_CARD,72218.26,,
DEBIT,08/26/2024,"Carrolls Irish Gifts 48 Dublin 2             08/24",-87.21,DEBIT_CARD,72253.26,,
DEBIT,08/26/2024,"ARAN SWEATER MARKET DUBLIN 2                 08/24 Euro       79.90 X 1.120150 (EXCHG RTE)",-89.50,DEBIT_CARD,72340.47,,
DEBIT,08/26/2024,"Trinity Woollen Mills Dublin 2               08/24",-97.00,DEBIT_CARD,72429.97,,
DEBIT,08/26/2024,"CHRISTOPHES DUBLIN                           08/24 Euro       11.50 X 1.120000 (EXCHG RTE)",-12.88,DEBIT_CARD,72526.97,,
DEBIT,08/26/2024,"Carrolls Irish Gifts Du Dublin 7             08/24",-146.61,DEBIT_CARD,72539.85,,
DEBIT,08/26/2024,"BUTLERS CHOCOLATE CAFE D02VN26               08/23 Euro       86.50 X 1.116647 (EXCHG RTE)",-96.59,DEBIT_CARD,72686.46,,
DEBIT,08/26/2024,"Carrolls Irish Gifts 37 Dublin 2             08/23",-21.04,DEBIT_CARD,72783.05,,
DEBIT,08/26/2024,"THE TEMPLE BAR TRADING DUBLIN                08/23 Euro       19.99 X 1.116558 (EXCHG RTE)",-22.32,DEBIT_CARD,72804.09,,
DEBIT,08/23/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         08/22BUTLERS C",-0.18,FEE_TRANSACTION,72826.41,,
DEBIT,08/23/2024,"ENDEAVOR COMMUNI TELE BILL                  PPD ID: 1350978228",-79.99,ACH_DEBIT,72826.59,,
DEBIT,08/23/2024,"BUTLERS CHOCOLATE CAFE DUBLIN 2              08/22 Euro       5.50 X 1.118182 (EXCHG RTE)",-6.15,DEBIT_CARD,72906.58,,
DEBIT,08/22/2024,"AffirmCard       55TI AFFRM                 PPD ID: 1842224323",-251.28,MISC_DEBIT,72912.73,,
DEBIT,08/22/2024,"PAYPAL           INST XFER  HULU            WEB ID: PAYPALSI77",-17.99,ACH_DEBIT,73164.01,,
DEBIT,08/22/2024,"VENMO            PAYMENT    1036412564907   WEB ID: 3264681992",-150.00,MISC_DEBIT,73182.00,,
DEBIT,08/22/2024,"THEBARRECODE HTTPSTHEBARRE IN                08/22",-69.00,DEBIT_CARD,73332.00,,
DEBIT,08/22/2024,"OCULUS * 650-5434800 CA                      08/21",-10.69,DEBIT_CARD,73401.00,,
DEBIT,08/22/2024,"IND ISTORE EXP INDIANAPOLIS IN               08/21",-342.39,DEBIT_CARD,73411.69,,
DEBIT,08/22/2024,"STARBUCKS 800-782-728 800-782-7282 WA        08/21",-15.00,DEBIT_CARD,73754.08,,
DEBIT,08/22/2024,"APPLE.COM/BILL 866-712-7753 CA               08/21",-16.04,DEBIT_CARD,73769.08,,
DEBIT,08/21/2024,"AffirmCard       55TH AFFRM                 PPD ID: 1842224323",-233.37,MISC_DEBIT,73785.12,,
DEBIT,08/21/2024,"COSTCO GAS #0347 INDIANAPOLIS IN     092791  08/21",-42.46,DEBIT_CARD,74018.49,,
DEBIT,08/21/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           08/20",-21.84,DEBIT_CARD,74060.95,,
DEBIT,08/20/2024,"PAYPAL           INST XFER  UDEMY           WEB ID: PAYPALSI77",-9.99,ACH_DEBIT,74082.79,,
DEBIT,08/20/2024,"PAYPAL           INST XFER  MICHAELS        WEB ID: PAYPALSI77",-16.04,ACH_DEBIT,74092.78,,
DEBIT,08/20/2024,"PAYPAL           INST XFER  TARGETCORPO     WEB ID: PAYPALSI77",-64.16,ACH_DEBIT,74108.82,,
DEBIT,08/20/2024,"AffirmCard       55TG AFFRM                 PPD ID: 1842224323",-20.31,MISC_DEBIT,74172.98,,
DEBIT,08/20/2024,"ULTA #642 CARMEL IN                          08/20",-178.14,DEBIT_CARD,74193.29,,
DEBIT,08/20/2024,"JDF PROFILE WEB  PROFILEWEB 510002370565    WEB ID: 9304935336",-642.55,ACH_DEBIT,74371.43,,
DEBIT,08/20/2024,"BUSINESSOLVER BE 8775476257                 PPD ID: 1421503807",-1115.03,ACH_DEBIT,75013.98,,
DEBIT,08/20/2024,"DROPPS WWW.DROPPS.CO IL                      08/20",-60.19,DEBIT_CARD,76129.01,,
DEBIT,08/20/2024,"DD *DOORDASH PIADAIT WWW.DOORDASH. CA        08/20",-14.48,DEBIT_CARD,76189.20,,
CREDIT,08/20/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",64.00,ACH_CREDIT,76203.68,,
DEBIT,08/19/2024,"PAYPAL           INST XFER  1000BULBS       WEB ID: PAYPALSI77",-52.83,ACH_DEBIT,76139.68,,
DEBIT,08/19/2024,"PAYPAL           INST XFER  LOWES.COM       WEB ID: PAYPALSI77",-186.65,ACH_DEBIT,76192.51,,
DEBIT,08/19/2024,"SERVICE FINANCE  PAYMENTS                   PPD ID: 2201934942",-200.00,ACH_DEBIT,76379.16,,
DEBIT,08/19/2024,"AffirmCard       55TF AFFRM                 PPD ID: 1842224323",-25.99,MISC_DEBIT,76579.16,,
DEBIT,08/19/2024,"Online Transfer to CHK ...9516 transaction#: 21775337780 08/19",-1000.00,ACCT_XFER,76605.15,,
DEBIT,08/19/2024,"ACTBLUE* MAD.DOG.PAC HTTPSSECURE.A MA        08/19",-10.00,DEBIT_CARD,77605.15,,
DEBIT,08/19/2024,"PAYPAL           INST XFER  WOODWORKERS     WEB ID: PAYPALSI77",-1.49,ACH_DEBIT,77615.15,,
DEBIT,08/19/2024,"PAYPAL           INST XFER  WOODWORKERS     WEB ID: PAYPALSI77",-9.00,ACH_DEBIT,77616.64,,
DEBIT,08/19/2024,"GREEKS PIZZERIA OF MOO MOORESVILLE IN        08/18",-39.51,DEBIT_CARD,77625.64,,
DEBIT,08/19/2024,"LOWE'S #1168 MOORESVILLE IN          834307  08/18",-54.00,DEBIT_CARD,77665.15,,
DEBIT,08/19/2024,"APPLE.COM/BILL 866-712-7753 CA               08/18",-69.53,DEBIT_CARD,77719.15,,
DEBIT,08/19/2024,"APPLE.COM/BILL 866-712-7753 CA               08/17",-13.89,DEBIT_CARD,77788.68,,
DEBIT,08/19/2024,"PHYSIOCHECK / HIERHEBI TILBURG               08/17",-2.99,DEBIT_CARD,77802.57,,
DEBIT,08/19/2024,"PADDLE.NET* CLIPDROP PADDLE.COM NY           08/17",-9.00,DEBIT_CARD,77805.56,,
DEBIT,08/19/2024,"PRINTIFY.COM HTTPSPRINTIFY DE                08/16",-29.00,DEBIT_CARD,77814.56,,
DEBIT,08/19/2024,"LOVE'S #0254 OUTSIDE MOORESVILLE IN          08/16",-60.95,DEBIT_CARD,77843.56,,
DEBIT,08/19/2024,"CHICK-FIL-A #04978 317-779-1166 IN           08/15",-16.48,DEBIT_CARD,77904.51,,
DSLIP,08/19/2024,"REMOTE ONLINE DEPOSIT #          1",225.00,CHECK_DEPOSIT,77920.99,1,
DSLIP,08/19/2024,"REMOTE ONLINE DEPOSIT #          1",769.16,CHECK_DEPOSIT,77695.99,1,
DEBIT,08/16/2024,"GB* PATACHOU FOUNDAT HTTPSGIVEBUTT DE        08/16",-29.81,DEBIT_CARD,76926.83,,
DEBIT,08/16/2024,"Online Payment 21420865294 To Richard Crone 08/16",-250.00,BILLPAY,76956.64,,
DEBIT,08/16/2024,"FREE PEOPLE MOVEMENT INDIANAPOLIS IN         08/15",-115.56,DEBIT_CARD,77206.64,,
DEBIT,08/15/2024,"PAYPAL           INST XFER  GOOGLE GOOGLE O WEB ID: PAYPALSI77",-9.99,ACH_DEBIT,77322.20,,
DEBIT,08/15/2024,"PAYPAL           INST XFER  NETFLIX.COM     WEB ID: PAYPALSI77",-22.99,ACH_DEBIT,77332.19,,
DEBIT,08/15/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     030297  08/15",-48.46,DEBIT_CARD,77355.18,,
DEBIT,08/15/2024,"WHITE HOUSE BLK 8702 INDIANAPOLIS IN 222559  08/15",-238.06,DEBIT_CARD,77403.64,,
DEBIT,08/15/2024,"NORDSTROM # 238 8702 INDIANAPOLIS IN 047861  08/15",-223.26,DEBIT_CARD,77641.70,,
CREDIT,08/15/2024,"SHOPIFY (USA) IN PAYROLL                    PPD ID: 2471039071",329.04,ACH_CREDIT,77864.96,,
DEBIT,08/14/2024,"PAYPAL           INST XFER  DECORATIVEF     WEB ID: PAYPALSI77",-139.48,ACH_DEBIT,77535.92,,
DEBIT,08/14/2024,"LOVE'S #0254 OUTSIDE MOORESVILLE IN          08/14",-49.64,DEBIT_CARD,77675.40,,
DEBIT,08/14/2024,"DEPT EDUCATION   STUDENT LN                 PPD ID: 9102002505",-1111.95,ACH_DEBIT,77725.04,,
DEBIT,08/14/2024,"AMAZON MKTPL*RM7AT4R Amzn.com/bill WA        08/14",-62.05,DEBIT_CARD,78836.99,,
DEBIT,08/14/2024,"TASKER ON TASKRABBIT WWW.TASKRABBI CA        08/13",-216.96,DEBIT_CARD,78899.04,,
DEBIT,08/13/2024,"AffirmCard       55T9 AFFRM                 PPD ID: 1842224323",-30.00,MISC_DEBIT,79116.00,,
DEBIT,08/13/2024,"APPLE.COM/BILL 866-712-7753 CA               08/13",-37.43,DEBIT_CARD,79146.00,,
DEBIT,08/13/2024,"DD *DOORDASH MANEETH WWW.DOORDASH. CA        08/13",-34.94,DEBIT_CARD,79183.43,,
DEBIT,08/12/2024,"AffirmCard       55T8 AFFRM                 PPD ID: 1842224323",-525.79,MISC_DEBIT,79218.37,,
DEBIT,08/12/2024,"WITHDRAWAL 08/12",-400.00,MISC_DEBIT,79744.16,,
DEBIT,08/12/2024,"PAYPAL           INST XFER  APPLE INC       WEB ID: PAYPALSI77",-1721.63,ACH_DEBIT,80144.16,,
DEBIT,08/12/2024,"OPENAI *CHATGPT SUBS HTTPSOPENAI.C CA        08/12",-20.00,DEBIT_CARD,81865.79,,
DEBIT,08/12/2024,"UBER   TRIP HELP.UBER.COM CA                 08/11",-23.51,DEBIT_CARD,81885.79,,
DEBIT,08/09/2024,"Zelle payment to Lucas JPM99alppg70",-1300.00,CHASE_TO_PARTNERFI,81909.30,,
DEBIT,08/09/2024,"WASTE MANAGEMENT INTERNET   043000093531456 WEB ID: 9049038216",-131.61,ACH_DEBIT,83209.30,,
DEBIT,08/09/2024,"VENMO            PAYMENT    1036173703799   WEB ID: 3264681992",-150.00,MISC_DEBIT,83340.91,,
DEBIT,08/09/2024,"ZING! CAFE  LLC CARMEL IN                    08/08",-12.82,DEBIT_CARD,83490.91,,
DEBIT,08/09/2024,"CHICK-FIL-A #04978 CARMEL IN                 08/07",-15.67,DEBIT_CARD,83503.73,,
